"Image Name","PID","Session Name","Session#","Mem Usage","Status","User Name","CPU Time","Window Title"
"EpicWebHelper.exe","17056","Console","1","31,132 K","Unknown","DESKTOP-V5BN4SC\L","0:00:04","N/A"
"EpicWebHelper.exe","8348","Console","1","33,572 K","Unknown","DESKTOP-V5BN4SC\L","0:00:01","N/A"
"EpicWebHelper.exe","19216","Console","1","15,104 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"EpicWebHelper.exe","10212","Console","1","388,040 K","Unknown","DESKTOP-V5BN4SC\L","0:01:35","N/A"
"MidiSrv.exe","10564","Services","0","12,136 K","Unknown","NT AUTHORITY\LOCAL SERVICE","0:00:00","N/A"
"RTSS.exe","6364","Console","1","26,252 K","Running","DESKTOP-V5BN4SC\L","0:00:06","RivaTunerStatisticsServer"
"RTSSHooksLoader64.exe","7204","Console","1","5,188 K","Running","DESKTOP-V5BN4SC\L","0:00:00","RTSSHooksLoader64"
"claude.exe","17072","Console","1","545,680 K","Unknown","DESKTOP-V5BN4SC\L","0:00:13","N/A"
"conhost.exe","19968","Console","1","3,016 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","8912","Console","1","3,156 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","9612","Console","1","3,888 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17100","Console","1","2,932 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","12272","Console","1","2,264 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16872","Console","1","2,812 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","6852","Console","1","2,280 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15464","Console","1","27,060 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15976","Console","1","29,564 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","19024","Console","1","25,868 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","11252","Console","1","2,788 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","2476","Console","1","3,220 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","15324","Console","1","2,684 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","19260","Console","1","18,500 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","17012","Console","1","30,052 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16360","Console","1","38,528 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","3512","Console","1","2,956 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","13364","Console","1","2,596 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","19956","Console","1","28,296 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17124","Console","1","3,816 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","11168","Console","1","2,976 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","11220","Console","1","26,008 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","9624","Console","1","3,776 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","11292","Console","1","5,184 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","6188","Console","1","28,376 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","396","Console","1","2,656 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","3684","Console","1","25,492 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17780","Console","1","4,236 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","19940","Console","1","34,056 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","19316","Console","1","2,800 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","19292","Console","1","2,324 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","20440","Console","1","30,024 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","19952","Console","1","4,404 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","5212","Console","1","26,292 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","10508","Console","1","3,408 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10936","Console","1","35,024 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"FNPLicensingService64.exe","17976","Services","0","9,452 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"ShellExperienceHost.exe","16648","Console","1","32,788 K","Running","DESKTOP-V5BN4SC\L","0:00:00","Jump List for Tableau 2026.1"
"RuntimeBroker.exe","20576","Console","1","9,760 K","Running","DESKTOP-V5BN4SC\L","0:00:00","OleMainThreadWndName"
"RuntimeBroker.exe","21148","Console","1","5,804 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"ApplicationFrameHost.exe","21388","Console","1","47,704 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"svchost.exe","18848","Console","1","17,676 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"svchost.exe","15068","Services","0","10,252 K","Unknown","NT AUTHORITY\LOCAL SERVICE","0:00:00","N/A"
"svchost.exe","16788","Services","0","16,664 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"svchost.exe","9872","Services","0","16,136 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"claude.exe","20368","Console","1","767,404 K","Unknown","DESKTOP-V5BN4SC\L","0:00:08","N/A"
"conhost.exe","15876","Console","1","7,720 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","11128","Console","1","8,924 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","15564","Console","1","7,636 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21112","Console","1","8,912 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","17684","Console","1","6,760 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","18896","Console","1","8,224 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","19304","Console","1","6,772 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","12332","Console","1","134,328 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16796","Console","1","135,476 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","12408","Console","1","134,652 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14384","Console","1","8,288 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14940","Console","1","8,292 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14980","Console","1","118,684 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","8384","Console","1","138,904 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16856","Console","1","8,296 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","11152","Console","1","160,124 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17576","Console","1","9,132 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","18988","Console","1","6,928 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","7740","Console","1","8,928 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","14632","Console","1","6,708 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","6744","Console","1","134,344 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","6424","Console","1","133,908 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","18220","Console","1","8,448 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","14572","Console","1","6,980 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14984","Console","1","134,660 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","11028","Console","1","8,284 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","3184","Console","1","125,664 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","18276","Console","1","8,292 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","18200","Console","1","157,704 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","19412","Console","1","8,292 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15496","Console","1","124,608 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","19028","Console","1","8,216 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","16432","Console","1","6,700 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14312","Console","1","133,980 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","15972","Console","1","8,288 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","11164","Console","1","150,204 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"EncoderServer.exe","18080","Console","1","142,540 K","Running","DESKTOP-V5BN4SC\L","0:00:00","EncoderServerConnectWnd"
"svchost.exe","20356","Services","0","8,032 K","Unknown","NT AUTHORITY\LOCAL SERVICE","0:00:00","N/A"
"claude.exe","1056","Console","1","575,920 K","Unknown","DESKTOP-V5BN4SC\L","0:00:01","N/A"
"conhost.exe","18124","Console","1","8,636 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","20108","Console","1","9,140 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","10976","Console","1","7,344 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16316","Console","1","8,212 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","16948","Console","1","7,540 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","11392","Console","1","9,048 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","18388","Console","1","7,708 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10308","Console","1","128,208 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15544","Console","1","123,992 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","9164","Console","1","123,276 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","3284","Console","1","8,288 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","20940","Console","1","125,408 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14924","Console","1","8,884 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16620","Console","1","148,420 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","6340","Console","1","8,296 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","11088","Console","1","103,552 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14720","Console","1","8,220 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","9560","Console","1","6,688 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21452","Console","1","8,860 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","21220","Console","1","7,616 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","1588","Console","1","126,600 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","18956","Console","1","125,712 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","6456","Console","1","8,228 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","21000","Console","1","6,672 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","20692","Console","1","107,180 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17500","Console","1","8,216 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","2804","Console","1","106,908 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21456","Console","1","9,184 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13464","Console","1","143,088 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","20256","Console","1","8,168 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","20532","Console","1","7,436 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","20712","Console","1","9,180 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","12836","Console","1","117,720 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","18516","Console","1","120,344 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","19588","Console","1","8,160 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15072","Console","1","118,192 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"claude.exe","18900","Console","1","664,248 K","Unknown","DESKTOP-V5BN4SC\L","0:00:04","N/A"
"conhost.exe","16088","Console","1","8,640 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","10340","Console","1","9,052 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","19736","Console","1","6,620 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","20528","Console","1","8,116 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","20248","Console","1","7,360 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","432","Console","1","8,028 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","14100","Console","1","7,252 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21620","Console","1","106,752 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21656","Console","1","98,432 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21748","Console","1","97,988 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22040","Console","1","9,092 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21896","Console","1","9,176 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21948","Console","1","81,240 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21952","Console","1","116,280 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22264","Console","1","8,028 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22196","Console","1","8,816 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","22028","Console","1","7,636 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21704","Console","1","127,336 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","22132","Console","1","105,172 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22312","Console","1","9,148 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","11440","Console","1","7,624 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22232","Console","1","9,144 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","22472","Console","1","7,236 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","22056","Console","1","100,772 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21568","Console","1","98,964 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21544","Console","1","8,284 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","19908","Console","1","88,272 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21984","Console","1","8,032 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","21940","Console","1","6,548 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","15908","Console","1","8,048 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21540","Console","1","99,280 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21512","Console","1","115,396 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22444","Console","1","9,176 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21908","Console","1","80,912 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22716","Console","1","8,040 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","22620","Console","1","108,596 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"claude.exe","21788","Console","1","661,532 K","Unknown","DESKTOP-V5BN4SC\L","0:00:02","N/A"
"conhost.exe","23452","Console","1","7,636 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22296","Console","1","9,164 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","23480","Console","1","6,364 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","8512","Console","1","7,932 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","18188","Console","1","6,776 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","412","Console","1","8,112 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","20960","Console","1","7,644 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","11768","Console","1","113,332 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","12452","Console","1","111,684 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21092","Console","1","119,260 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","18300","Console","1","9,088 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","22108","Console","1","8,900 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","22628","Console","1","101,084 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","22340","Console","1","148,272 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","23196","Console","1","9,180 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15712","Console","1","111,012 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","12572","Console","1","9,160 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","22164","Console","1","6,672 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","3588","Console","1","123,260 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","18240","Console","1","9,072 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","12252","Console","1","6,372 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","19708","Console","1","114,604 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17792","Console","1","9,152 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","22884","Console","1","7,636 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21404","Console","1","9,180 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10828","Console","1","114,288 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","21280","Console","1","120,368 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21600","Console","1","8,024 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","17752","Console","1","147,232 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","23148","Console","1","7,860 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","23476","Console","1","6,488 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","17676","Console","1","106,744 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","23288","Console","1","8,308 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","22632","Console","1","104,704 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","21608","Console","1","8,804 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","18556","Console","1","134,504 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"svchost.exe","7816","Services","0","8,912 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"svchost.exe","1612","Services","0","8,340 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"smartscreen.exe","24048","Console","1","11,612 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"Intelligent standby list cleaner ISLC.exe","24388","Console","1","117,672 K","Running","DESKTOP-V5BN4SC\L","0:00:05","Hidden Window"
"WmiPrvSE.exe","920","Services","0","17,284 K","Unknown","NT AUTHORITY\NETWORK SERVICE","0:00:00","N/A"
"bash.exe","8940","Console","1","8,220 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"bash.exe","10424","Console","1","11,304 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","18140","Console","1","7,512 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"bash.exe","20432","Console","1","8,544 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"powershell.exe","23220","Console","1","63,944 K","Running","DESKTOP-V5BN4SC\L","0:00:01","OleMainThreadWndName"
"cmd.exe","9276","Console","1","5,420 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"tasklist.exe","17640","Console","1","13,288 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
